serverID,server name,location,datetime,?,ping,download,upload
4874,BrescoBroadBand,"Columbus, OH",2017-06-30 14:36:12,23.89950429404668,16.458,69.14047636755063,5.547203354297694
7168,Time Warner Cable,"Columbus, OH",2017-06-30 14:37:19,23.89950429404668,31.335,67.91773559980572,5.629037828215399
